business_id,scenario_id,description,impact_revenue,impact_profit,notes
UAE_473,SCEN_UAE_473_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_473,SCEN_UAE_473_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_474,SCEN_UAE_474_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_474,SCEN_UAE_474_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_475,SCEN_UAE_475_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_475,SCEN_UAE_475_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_476,SCEN_UAE_476_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_476,SCEN_UAE_476_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_477,SCEN_UAE_477_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_477,SCEN_UAE_477_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_478,SCEN_UAE_478_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_478,SCEN_UAE_478_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_479,SCEN_UAE_479_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_479,SCEN_UAE_479_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_480,SCEN_UAE_480_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_480,SCEN_UAE_480_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_481,SCEN_UAE_481_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_481,SCEN_UAE_481_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_482,SCEN_UAE_482_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_482,SCEN_UAE_482_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_483,SCEN_UAE_483_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_483,SCEN_UAE_483_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_484,SCEN_UAE_484_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_484,SCEN_UAE_484_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_485,SCEN_UAE_485_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_485,SCEN_UAE_485_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_486,SCEN_UAE_486_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_486,SCEN_UAE_486_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_487,SCEN_UAE_487_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_487,SCEN_UAE_487_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_488,SCEN_UAE_488_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_488,SCEN_UAE_488_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_489,SCEN_UAE_489_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_489,SCEN_UAE_489_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_490,SCEN_UAE_490_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_490,SCEN_UAE_490_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_491,SCEN_UAE_491_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_491,SCEN_UAE_491_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_492,SCEN_UAE_492_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_492,SCEN_UAE_492_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_493,SCEN_UAE_493_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_493,SCEN_UAE_493_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_494,SCEN_UAE_494_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_494,SCEN_UAE_494_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_495,SCEN_UAE_495_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_495,SCEN_UAE_495_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_496,SCEN_UAE_496_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_496,SCEN_UAE_496_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_497,SCEN_UAE_497_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_497,SCEN_UAE_497_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_498,SCEN_UAE_498_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_498,SCEN_UAE_498_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_499,SCEN_UAE_499_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_499,SCEN_UAE_499_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_500,SCEN_UAE_500_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_500,SCEN_UAE_500_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
